timestamp,load_mw,temp_c,humidity,wind_ms,rain_mm,load_stress_index,rain_stress_index,wind_stress_index,feeder_congestion_index,voltage_drop_index,maintenance_flag,neighbor_outage_reports,transformer_age_years,payment_day_flag,reserve_margin_index,fuel_supply_risk_index,hydro_inflow_stress_index,vegetation_risk_index,protection_miscoordination_index,scada_telecom_risk_index,non_technical_loss_index,asset_health_index,der_backup_risk_index,primary_outage_driver,outage,duration_min
2025-08-03 08:00:00,51.099,23.84,54.68,3.55,0.0,0.172,0.0,0.156,0.034,0.189,0,0,7.7,0,0.126,0.0,0.338,0.319,0.084,0.069,0.288,0.468,0.21,routine_load,0,0.0
2025-08-03 09:00:00,51.068,24.87,53.06,3.14,0.0,0.17,0.0,0.039,0.0,0.0,0,0,7.2,0,0.093,0.051,0.313,0.289,0.101,0.062,0.278,0.401,0.24,routine_load,0,0.0
2025-08-03 10:00:00,51.88,26.97,62.73,3.95,0.0,0.216,0.0,0.272,0.0,0.03,0,0,7.6,0,0.0,0.07,0.224,0.348,0.078,0.082,0.302,0.427,0.27,routine_load,0,0.0
2025-08-03 11:00:00,56.492,26.78,51.03,2.58,0.0,0.472,0.0,0.0,0.045,0.2,0,0,8.6,0,0.238,0.002,0.281,0.28,0.145,0.022,0.261,0.518,0.159,routine_load,0,0.0
2025-08-03 12:00:00,45.149,25.92,64.53,2.6,6.7,0.0,0.372,0.0,0.019,0.089,0,0,8.3,0,0.0,0.0,0.24,0.41,0.02,0.111,0.303,0.478,0.23,routine_load,0,0.0
2025-08-03 13:00:00,48.076,27.11,74.07,2.37,5.72,0.004,0.318,0.0,0.055,0.129,0,0,7.4,0,0.0,0.009,0.26,0.391,0.15,0.111,0.265,0.443,0.155,routine_load,0,0.0
2025-08-03 14:00:00,40.736,27.43,49.21,2.41,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8.5,0,0.0,0.0,0.251,0.28,0.031,0.007,0.268,0.47,0.14,routine_load,0,0.0
2025-08-03 15:00:00,42.875,27.18,65.67,1.44,2.71,0.0,0.151,0.0,0.039,0.099,0,0,8.0,0,0.0,0.059,0.239,0.332,0.074,0.131,0.306,0.468,0.227,routine_load,0,0.0
2025-08-03 16:00:00,47.899,25.94,42.0,0.98,0.0,0.0,0.0,0.0,0.038,0.0,0,0,6.4,0,0.0,0.029,0.291,0.28,0.144,0.0,0.213,0.362,0.124,routine_load,0,0.0
2025-08-03 17:00:00,52.577,25.17,72.66,2.02,2.97,0.254,0.165,0.0,0.367,0.376,1,0,7.6,0,0.361,0.04,0.247,0.337,0.218,0.093,0.294,0.536,0.115,maintenance,0,0.0
2025-08-03 18:00:00,55.53,24.76,72.67,1.94,1.27,0.418,0.071,0.0,0.451,0.469,0,0,8.6,0,0.362,0.0,0.268,0.304,0.216,0.046,0.247,0.617,0.122,routine_load,0,0.0
2025-08-03 19:00:00,61.407,22.25,68.09,2.23,4.94,0.745,0.274,0.0,0.528,0.377,1,0,7.6,0,0.557,0.07,0.249,0.376,0.255,0.056,0.253,0.555,0.147,maintenance,0,0.0
2025-08-03 20:00:00,56.437,23.11,76.51,1.72,0.66,0.469,0.037,0.0,0.521,0.451,0,0,8.5,0,0.448,0.0,0.357,0.292,0.226,0.052,0.212,0.614,0.153,routine_load,0,0.0
2025-08-03 21:00:00,54.249,21.51,56.24,0.44,0.0,0.347,0.0,0.0,0.421,0.17,0,0,7.0,0,0.419,0.0,0.304,0.28,0.185,0.035,0.207,0.469,0.152,routine_load,0,0.0
2025-08-03 22:00:00,49.868,19.79,58.66,1.91,0.0,0.104,0.0,0.0,0.0,0.064,0,0,7.0,0,0.093,0.0,0.317,0.28,0.085,0.097,0.26,0.403,0.232,routine_load,0,0.0
2025-08-03 23:00:00,44.226,18.92,85.36,2.06,2.51,0.0,0.14,0.0,0.147,0.032,0,0,8.3,0,0.0,0.0,0.285,0.328,0.128,0.005,0.279,0.483,0.188,routine_load,0,0.0
2025-08-04 00:00:00,42.18,19.3,74.24,3.16,2.86,0.0,0.159,0.046,0.103,0.108,0,0,8.0,0,0.0,0.011,0.277,0.345,0.125,0.047,0.265,0.478,0.162,routine_load,0,0.0
2025-08-04 01:00:00,37.256,19.06,56.61,3.3,0.0,0.0,0.0,0.086,0.179,0.01,0,0,7.6,0,0.0,0.004,0.29,0.299,0.129,0.068,0.246,0.445,0.204,routine_load,0,0.0
2025-08-04 02:00:00,38.64,20.24,60.32,3.23,0.0,0.0,0.0,0.065,0.384,0.194,0,0,8.0,0,0.0,0.0,0.354,0.294,0.151,0.024,0.272,0.527,0.259,routine_load,0,0.0
2025-08-04 03:00:00,33.634,19.81,70.02,1.56,0.0,0.0,0.0,0.0,0.219,0.081,0,0,7.3,0,0.092,0.105,0.334,0.278,0.086,0.053,0.228,0.446,0.232,routine_load,0,0.0
2025-08-04 04:00:00,40.241,20.91,74.95,2.59,0.0,0.0,0.0,0.0,0.114,0.032,0,0,7.0,0,0.0,0.069,0.284,0.278,0.088,0.076,0.231,0.41,0.236,routine_load,0,0.0
2025-08-04 05:00:00,47.759,20.82,60.68,3.01,0.0,0.0,0.0,0.003,0.207,0.109,0,0,7.8,0,0.082,0.056,0.231,0.278,0.186,0.02,0.328,0.477,0.161,routine_load,0,0.0
2025-08-04 06:00:00,47.525,22.45,59.25,3.06,0.0,0.0,0.0,0.017,0.222,0.0,0,0,7.5,0,0.0,0.09,0.312,0.282,0.139,0.021,0.286,0.441,0.228,routine_load,0,0.0
2025-08-04 07:00:00,53.039,24.05,65.63,3.38,5.6,0.28,0.311,0.109,0.294,0.314,0,0,7.8,0,0.183,0.0,0.255,0.414,0.144,0.055,0.22,0.526,0.208,routine_load,1,58.1
2025-08-04 08:00:00,52.031,24.42,59.97,4.2,0.0,0.224,0.0,0.343,0.218,0.177,0,0,7.7,0,0.124,0.035,0.256,0.363,0.185,0.044,0.236,0.486,0.091,routine_load,0,0.0
2025-08-04 09:00:00,61.222,25.06,55.4,3.55,0.0,0.735,0.0,0.158,0.335,0.272,0,0,7.4,0,0.469,0.02,0.269,0.317,0.17,0.096,0.204,0.502,0.283,routine_load,0,0.0
2025-08-04 10:00:00,54.66,25.64,52.56,2.16,0.0,0.37,0.0,0.0,0.216,0.235,0,0,8.5,0,0.007,0.0,0.286,0.278,0.165,0.05,0.314,0.543,0.161,routine_load,0,0.0
2025-08-04 11:00:00,48.805,26.95,42.49,1.98,0.0,0.045,0.0,0.0,0.133,0.031,0,0,7.1,0,0.0,0.064,0.327,0.278,0.114,0.029,0.251,0.415,0.176,routine_load,0,0.0
2025-08-04 12:00:00,45.702,28.26,80.96,1.66,2.61,0.0,0.145,0.0,0.284,0.145,0,0,7.7,0,0.117,0.0,0.229,0.328,0.15,0.023,0.185,0.486,0.157,routine_load,0,0.0
2025-08-04 13:00:00,48.697,26.41,55.64,1.96,0.0,0.039,0.0,0.0,0.096,0.071,0,0,7.6,0,0.025,0.026,0.306,0.278,0.076,0.036,0.243,0.444,0.262,routine_load,0,0.0
2025-08-04 14:00:00,47.003,26.69,70.62,2.36,7.09,0.0,0.394,0.0,0.192,0.155,0,0,7.8,0,0.038,0.0,0.263,0.415,0.141,0.088,0.183,0.482,0.108,routine_load,0,0.0
2025-08-04 15:00:00,48.167,25.47,74.73,2.27,1.4,0.009,0.078,0.0,0.295,0.14,0,0,7.6,0,0.0,0.016,0.431,0.305,0.134,0.0,0.231,0.484,0.24,routine_load,0,0.0
2025-08-04 16:00:00,50.68,26.0,48.35,1.17,0.0,0.149,0.0,0.0,0.284,0.196,0,0,8.1,0,0.0,0.17,0.272,0.278,0.126,0.067,0.245,0.522,0.2,routine_load,0,0.0
2025-08-04 17:00:00,58.353,25.48,75.86,1.31,2.52,0.575,0.14,0.0,0.745,0.485,0,0,7.8,0,0.58,0.0,0.332,0.327,0.27,0.041,0.228,0.608,0.215,feeder_congestion,0,0.0
2025-08-04 18:00:00,62.078,23.09,65.81,2.47,2.06,0.782,0.114,0.0,0.657,0.579,0,0,7.3,0,0.591,0.075,0.366,0.318,0.248,0.041,0.26,0.587,0.187,feeder_congestion,0,0.0
2025-08-04 19:00:00,67.668,23.14,40.42,0.29,0.0,1.0,0.0,0.0,0.83,0.698,0,0,7.1,0,0.927,0.142,0.228,0.278,0.252,0.051,0.262,0.619,0.188,voltage_drop,0,0.0
2025-08-04 20:00:00,62.162,22.7,48.02,1.88,0.0,0.787,0.0,0.0,0.797,0.52,0,0,7.2,0,0.608,0.0,0.278,0.278,0.264,0.075,0.273,0.59,0.154,feeder_congestion,0,0.0
2025-08-04 21:00:00,55.363,21.29,74.63,1.96,3.45,0.409,0.192,0.0,0.648,0.392,0,0,7.2,0,0.471,0.0,0.304,0.345,0.237,0.02,0.28,0.548,0.185,feeder_congestion,0,0.0
2025-08-04 22:00:00,53.833,20.67,77.46,1.59,3.04,0.324,0.169,0.0,0.365,0.315,0,0,7.9,0,0.229,0.054,0.234,0.337,0.227,0.048,0.303,0.541,0.147,routine_load,0,0.0
2025-08-04 23:00:00,45.623,19.26,63.12,2.03,0.0,0.0,0.0,0.0,0.084,0.136,0,0,7.6,0,0.034,0.0,0.258,0.278,0.056,0.031,0.269,0.454,0.173,routine_load,0,0.0
2025-08-05 00:00:00,40.065,19.87,60.51,2.59,0.0,0.0,0.0,0.0,0.233,0.164,0,0,7.7,0,0.057,0.0,0.251,0.274,0.2,0.002,0.167,0.485,0.18,routine_load,0,0.0
2025-08-05 01:00:00,38.224,19.02,62.57,2.35,0.0,0.0,0.0,0.0,0.219,0.038,0,0,6.8,0,0.092,0.071,0.305,0.274,0.188,0.088,0.282,0.411,0.291,routine_load,0,0.0
2025-08-05 02:00:00,39.959,19.84,78.48,2.35,4.04,0.0,0.224,0.0,0.168,0.098,0,0,7.3,0,0.0,0.0,0.347,0.353,0.138,0.106,0.32,0.446,0.211,routine_load,0,0.0
2025-08-05 03:00:00,41.711,18.19,55.74,2.51,0.0,0.0,0.0,0.0,0.132,0.006,0,0,7.7,0,0.0,0.075,0.256,0.274,0.147,0.042,0.167,0.447,0.165,routine_load,0,0.0
2025-08-05 04:00:00,44.997,20.44,62.15,4.47,0.0,0.0,0.0,0.42,0.216,0.229,0,0,8.0,0,0.069,0.078,0.217,0.379,0.168,0.078,0.173,0.513,0.155,wind_stress,0,0.0
2025-08-05 05:00:00,39.457,21.22,79.68,2.96,3.99,0.0,0.221,0.0,0.101,0.112,0,0,6.8,0,0.114,0.096,0.374,0.352,0.066,0.134,0.268,0.408,0.199,routine_load,0,0.0
2025-08-05 06:00:00,46.357,23.48,81.03,3.44,0.69,0.0,0.038,0.126,0.145,0.024,0,0,8.3,0,0.0,0.06,0.294,0.319,0.142,0.037,0.265,0.482,0.17,routine_load,0,0.0
2025-08-05 07:00:00,50.24,23.44,82.06,3.82,1.41,0.124,0.078,0.233,0.299,0.178,0,0,8.2,0,0.178,0.082,0.305,0.36,0.15,0.046,0.192,0.524,0.171,routine_load,0,0.0
2025-08-05 08:00:00,53.277,24.69,64.02,3.02,0.0,0.293,0.0,0.005,0.366,0.18,0,0,8.0,0,0.06,0.03,0.181,0.275,0.106,0.076,0.141,0.521,0.213,routine_load,0,0.0
2025-08-05 09:00:00,52.037,25.8,52.82,3.03,0.0,0.224,0.0,0.009,0.297,0.165,0,0,8.1,0,0.112,0.0,0.185,0.276,0.134,0.021,0.128,0.517,0.15,routine_load,0,0.0
2025-08-05 10:00:00,57.982,27.11,82.97,3.15,2.47,0.555,0.137,0.043,0.337,0.364,0,0,7.3,0,0.159,0.001,0.247,0.333,0.218,0.082,0.182,0.512,0.164,routine_load,1,88.3
2025-08-05 11:00:00,52.595,26.2,73.58,1.97,5.15,0.255,0.286,0.0,0.18,0.167,0,0,7.1,0,0.0,0.016,0.294,0.374,0.132,0.063,0.279,0.446,0.194,routine_load,0,0.0
2025-08-05 12:00:00,44.863,26.24,51.86,1.22,0.0,0.0,0.0,0.0,0.118,0.055,0,0,7.5,0,0.0,0.014,0.267,0.274,0.162,0.038,0.221,0.443,0.219,routine_load,0,0.0
2025-08-05 13:00:00,47.004,26.17,75.06,1.53,0.6,0.0,0.033,0.0,0.283,0.144,0,0,7.6,0,0.035,0.0,0.234,0.286,0.173,0.056,0.193,0.485,0.132,routine_load,0,0.0
2025-08-05 14:00:00,42.51,27.9,50.96,3.01,0.0,0.0,0.0,0.003,0.196,0.0,0,0,7.2,0,0.0,0.0,0.209,0.275,0.089,0.0,0.29,0.423,0.147,routine_load,0,0.0
2025-08-05 15:00:00,45.302,27.14,42.86,1.19,0.0,0.0,0.0,0.0,0.172,0.0,0,0,7.8,0,0.131,0.069,0.308,0.274,0.169,0.108,0.233,0.454,0.278,routine_load,0,0.0
2025-08-05 16:00:00,48.22,26.12,54.03,1.53,0.0,0.012,0.0,0.0,0.197,0.058,0,0,8.2,0,0.0,0.045,0.291,0.274,0.177,0.068,0.193,0.49,0.144,routine_load,0,0.0
2025-08-05 17:00:00,55.447,25.03,47.29,0.41,0.0,0.414,0.0,0.0,0.63,0.327,0,0,7.9,0,0.418,0.0,0.233,0.274,0.218,0.037,0.152,0.576,0.131,feeder_congestion,0,0.0
2025-08-05 18:00:00,66.687,24.68,52.66,2.24,0.0,1.0,0.0,0.0,0.698,0.598,0,0,7.5,0,0.649,0.067,0.261,0.274,0.194,0.016,0.17,0.609,0.207,feeder_congestion,0,0.0
2025-08-05 19:00:00,67.28,23.53,75.66,1.12,1.52,1.0,0.084,0.0,0.741,0.587,0,0,6.3,0,0.67,0.04,0.224,0.304,0.256,0.0,0.29,0.543,0.143,feeder_congestion,0,0.0
2025-08-05 20:00:00,66.22,22.85,61.29,1.12,0.0,1.0,0.0,0.0,0.832,0.672,0,0,6.7,0,0.655,0.0,0.223,0.274,0.258,0.089,0.205,0.595,0.151,voltage_drop,0,0.0
2025-08-05 21:00:00,55.609,20.61,59.23,1.5,0.0,0.423,0.0,0.0,0.597,0.399,0,0,7.5,0,0.394,0.037,0.275,0.274,0.227,0.056,0.135,0.557,0.194,feeder_congestion,0,0.0
2025-08-05 22:00:00,54.292,18.98,73.38,3.56,3.15,0.35,0.175,0.16,0.391,0.368,0,0,7.8,0,0.157,0.062,0.367,0.375,0.236,0.011,0.197,0.547,0.17,routine_load,0,0.0
2025-08-05 23:00:00,48.965,19.31,72.16,2.35,0.0,0.054,0.0,0.0,0.259,0.092,0,0,6.8,0,0.0,0.0,0.28,0.274,0.2,0.072,0.231,0.425,0.205,routine_load,0,0.0
2025-08-06 00:00:00,40.673,18.56,66.52,2.19,0.0,0.0,0.0,0.0,0.118,0.036,0,0,7.4,0,0.072,0.048,0.281,0.269,0.159,0.065,0.178,0.435,0.278,routine_load,0,0.0
2025-08-06 01:00:00,43.287,18.38,59.7,0.54,0.0,0.0,0.0,0.0,0.0,0.12,0,1,7.8,0,0.085,0.0,0.239,0.269,0.122,0.123,0.247,0.453,0.123,routine_load,0,0.0
2025-08-06 02:00:00,40.283,20.89,56.74,3.75,0.0,0.0,0.0,0.213,0.196,0.045,0,0,7.4,0,0.009,0.0,0.24,0.323,0.137,0.162,0.226,0.441,0.143,routine_load,0,0.0
2025-08-06 03:00:00,40.371,18.08,89.95,2.52,1.63,0.0,0.09,0.0,0.096,0.099,0,0,7.1,0,0.0,0.059,0.282,0.301,0.17,0.081,0.128,0.423,0.274,routine_load,0,0.0
2025-08-06 04:00:00,36.248,20.7,78.32,2.57,3.83,0.0,0.213,0.0,0.221,0.196,0,1,6.7,0,0.0,0.125,0.264,0.344,0.113,0.141,0.147,0.432,0.187,routine_load,0,0.0
2025-08-06 05:00:00,43.297,22.23,65.06,2.73,0.0,0.0,0.0,0.0,0.307,0.157,0,0,7.8,0,0.067,0.069,0.279,0.269,0.141,0.077,0.185,0.498,0.189,routine_load,0,0.0
2025-08-06 06:00:00,56.053,21.85,86.88,4.33,15.62,0.447,0.868,0.379,0.254,0.505,1,0,7.1,0,0.144,0.0,0.193,0.668,0.176,0.198,0.2,0.514,0.121,maintenance,1,100.4
2025-08-06 07:00:00,59.203,22.88,75.5,3.24,9.4,0.622,0.522,0.068,0.45,0.476,0,0,8.2,0,0.337,0.073,0.246,0.469,0.285,0.095,0.137,0.596,0.252,heavy_rain,0,0.0
2025-08-06 08:00:00,55.498,25.31,72.94,2.1,3.09,0.417,0.172,0.0,0.395,0.346,0,0,7.5,0,0.174,0.031,0.251,0.329,0.181,0.104,0.214,0.526,0.216,routine_load,0,0.0
2025-08-06 09:00:00,65.332,25.69,72.34,2.86,13.72,0.963,0.762,0.0,0.545,0.664,0,0,7.6,0,0.431,0.103,0.282,0.536,0.264,0.155,0.155,0.606,0.226,voltage_drop,0,0.0
2025-08-06 10:00:00,58.288,25.02,67.56,2.22,11.85,0.572,0.659,0.0,0.406,0.378,1,0,7.8,0,0.265,0.055,0.27,0.5,0.146,0.134,0.207,0.551,0.199,maintenance,1,138.6
2025-08-06 11:00:00,47.913,27.17,72.61,2.81,1.64,0.0,0.091,0.0,0.014,0.011,0,0,7.2,0,0.011,0.0,0.217,0.301,0.114,0.09,0.178,0.405,0.145,routine_load,1,56.8
2025-08-06 12:00:00,57.759,26.75,72.12,2.03,18.19,0.542,1.0,0.0,0.375,0.418,0,0,7.6,0,0.16,0.04,0.309,0.619,0.208,0.168,0.178,0.544,0.204,heavy_rain,0,0.0
2025-08-06 13:00:00,46.964,26.81,51.27,0.94,0.0,0.0,0.0,0.0,0.179,0.113,0,0,7.1,0,0.0,0.038,0.32,0.269,0.173,0.008,0.19,0.435,0.212,routine_load,0,0.0
2025-08-06 14:00:00,49.781,26.74,64.42,1.74,4.76,0.099,0.264,0.0,0.299,0.219,0,0,7.0,0,0.003,0.0,0.223,0.362,0.156,0.056,0.191,0.464,0.122,routine_load,0,0.0
2025-08-06 15:00:00,53.657,25.51,73.89,1.55,10.57,0.314,0.587,0.0,0.367,0.417,0,1,6.9,0,0.17,0.059,0.203,0.475,0.156,0.12,0.185,0.505,0.244,heavy_rain,0,0.0
2025-08-06 16:00:00,57.534,26.64,64.64,0.56,0.61,0.53,0.034,0.0,0.325,0.223,0,0,7.2,0,0.126,0.182,0.217,0.281,0.127,0.058,0.176,0.477,0.26,routine_load,0,0.0
2025-08-06 17:00:00,57.019,23.98,53.96,0.1,0.0,0.501,0.0,0.0,0.453,0.337,0,0,8.4,0,0.525,0.007,0.219,0.269,0.194,0.074,0.221,0.583,0.202,routine_load,0,0.0
2025-08-06 18:00:00,65.48,25.68,42.82,1.5,0.0,0.971,0.0,0.0,0.642,0.55,0,0,6.9,0,0.794,0.0,0.251,0.269,0.309,0.052,0.288,0.562,0.19,feeder_congestion,0,0.0
2025-08-06 19:00:00,66.744,23.1,83.55,1.14,9.15,1.0,0.508,0.0,0.893,0.877,0,0,7.7,0,0.643,0.012,0.305,0.447,0.285,0.143,0.227,0.693,0.237,voltage_drop,0,0.0
2025-08-06 20:00:00,57.257,22.56,74.13,1.28,4.16,0.514,0.231,0.0,0.604,0.432,0,0,7.3,0,0.467,0.181,0.247,0.35,0.333,0.106,0.154,0.555,0.289,feeder_congestion,1,298.2
2025-08-06 21:00:00,56.775,19.61,60.37,2.11,0.0,0.488,0.0,0.0,0.485,0.307,0,0,6.8,0,0.523,0.0,0.312,0.269,0.208,0.09,0.225,0.493,0.167,routine_load,0,0.0
2025-08-06 22:00:00,51.495,19.84,62.73,0.44,0.0,0.194,0.0,0.0,0.142,0.116,0,0,7.8,0,0.087,0.112,0.335,0.269,0.165,0.0,0.207,0.471,0.246,routine_load,0,0.0
2025-08-06 23:00:00,46.997,21.23,53.67,2.08,0.0,0.0,0.0,0.0,0.198,0.182,0,0,7.1,0,0.0,0.0,0.303,0.269,0.232,0.073,0.226,0.454,0.131,routine_load,0,0.0
2025-08-07 00:00:00,38.765,19.49,66.52,2.76,0.0,0.0,0.0,0.0,0.19,0.131,0,0,7.1,0,0.063,0.069,0.288,0.263,0.148,0.111,0.165,0.44,0.214,routine_load,0,0.0
2025-08-07 01:00:00,40.199,18.12,59.7,2.43,0.0,0.0,0.0,0.0,0.312,0.17,0,0,7.8,0,0.087,0.047,0.284,0.263,0.245,0.071,0.154,0.504,0.203,routine_load,0,0.0
2025-08-07 02:00:00,50.157,18.78,83.32,1.81,11.48,0.12,0.638,0.0,0.216,0.238,0,0,7.2,0,0.018,0.0,0.242,0.486,0.151,0.117,0.031,0.467,0.206,heavy_rain,0,0.0
2025-08-07 03:00:00,41.475,20.58,59.04,2.54,0.0,0.0,0.0,0.0,0.211,0.075,0,0,7.4,0,0.0,0.0,0.184,0.263,0.139,0.089,0.116,0.451,0.111,routine_load,0,0.0
2025-08-07 04:00:00,38.332,21.1,70.8,2.85,0.0,0.0,0.0,0.0,0.177,0.164,0,0,7.3,0,0.032,0.118,0.296,0.263,0.145,0.112,0.183,0.456,0.205,routine_load,0,0.0
2025-08-07 05:00:00,35.699,21.38,54.22,2.16,0.0,0.0,0.0,0.0,0.246,0.078,0,0,7.3,0,0.0,0.131,0.282,0.263,0.094,0.088,0.201,0.447,0.228,routine_load,0,0.0
2025-08-07 06:00:00,43.052,23.37,61.37,3.56,0.0,0.0,0.0,0.16,0.321,0.124,0,0,6.6,0,0.0,0.072,0.169,0.303,0.137,0.0,0.079,0.43,0.174,routine_load,0,0.0
2025-08-07 07:00:00,54.375,22.94,53.64,3.27,0.0,0.354,0.0,0.077,0.38,0.167,0,0,7.7,0,0.128,0.0,0.229,0.282,0.142,0.091,0.087,0.505,0.172,routine_load,0,0.0
2025-08-07 08:00:00,55.443,24.78,83.0,2.72,2.1,0.413,0.117,0.0,0.482,0.248,0,0,7.4,0,0.127,0.045,0.239,0.304,0.207,0.083,0.181,0.515,0.194,routine_load,0,0.0
2025-08-07 09:00:00,62.708,25.06,87.7,3.7,6.14,0.817,0.341,0.199,0.509,0.603,0,0,7.7,0,0.301,0.038,0.219,0.432,0.236,0.093,0.123,0.598,0.181,routine_load,0,0.0
2025-08-07 10:00:00,57.3,26.22,47.53,2.43,0.0,0.517,0.0,0.0,0.234,0.121,0,0,7.4,0,0.36,0.078,0.287,0.263,0.13,0.11,0.157,0.459,0.176,routine_load,0,0.0
2025-08-07 11:00:00,52.358,26.42,72.11,3.59,2.67,0.242,0.148,0.17,0.199,0.298,0,0,7.8,0,0.025,0.045,0.28,0.357,0.244,0.042,0.162,0.513,0.179,routine_load,0,0.0
2025-08-07 12:00:00,46.127,27.09,45.95,2.11,0.0,0.0,0.0,0.0,0.246,0.088,0,0,7.4,0,0.003,0.019,0.275,0.263,0.091,0.08,0.19,0.455,0.13,routine_load,0,0.0
2025-08-07 13:00:00,41.932,27.53,52.98,1.37,0.0,0.0,0.0,0.0,0.161,0.09,0,0,8.0,0,0.0,0.02,0.229,0.263,0.088,0.08,0.213,0.479,0.164,routine_load,0,0.0
2025-08-07 14:00:00,58.192,25.72,67.63,1.15,15.7,0.566,0.872,0.0,0.378,0.556,0,0,6.9,0,0.382,0.042,0.202,0.568,0.213,0.153,0.096,0.526,0.168,heavy_rain,0,0.0
2025-08-07 15:00:00,49.516,26.67,74.25,1.66,9.77,0.084,0.543,0.0,0.145,0.157,0,1,6.9,0,0.044,0.14,0.302,0.453,0.118,0.139,0.107,0.429,0.19,heavy_rain,0,0.0
2025-08-07 16:00:00,54.612,25.9,45.88,0.68,0.0,0.367,0.0,0.0,0.424,0.317,0,0,8.2,0,0.282,0.158,0.194,0.263,0.113,0.128,0.196,0.563,0.197,routine_load,0,0.0
2025-08-07 17:00:00,59.889,26.75,61.68,1.44,0.0,0.66,0.0,0.0,0.784,0.453,0,0,7.7,0,0.481,0.08,0.167,0.263,0.291,0.059,0.139,0.604,0.151,feeder_congestion,0,0.0
2025-08-07 18:00:00,64.327,24.07,38.95,1.02,0.0,0.907,0.0,0.0,0.729,0.522,0,0,8.2,0,0.823,0.066,0.23,0.263,0.274,0.055,0.16,0.639,0.223,feeder_congestion,0,0.0
2025-08-07 19:00:00,64.369,24.24,55.0,1.04,0.0,0.909,0.0,0.0,0.731,0.588,0,0,7.6,0,0.574,0.003,0.231,0.263,0.27,0.053,0.082,0.616,0.214,feeder_congestion,0,0.0
2025-08-07 20:00:00,58.878,23.24,54.94,1.4,0.0,0.604,0.0,0.0,0.744,0.506,0,0,7.2,0,0.549,0.034,0.251,0.263,0.262,0.023,0.132,0.578,0.08,feeder_congestion,0,0.0
2025-08-07 21:00:00,57.549,21.17,78.81,2.3,5.12,0.53,0.285,0.0,0.699,0.521,0,2,8.2,0,0.302,0.053,0.28,0.363,0.253,0.097,0.186,0.635,0.184,feeder_congestion,0,0.0
2025-08-07 22:00:00,58.195,19.33,82.57,1.42,15.6,0.566,0.867,0.0,0.248,0.525,0,0,6.4,0,0.24,0.109,0.286,0.566,0.222,0.123,0.16,0.479,0.208,heavy_rain,0,0.0
2025-08-07 23:00:00,53.248,18.48,82.98,2.17,10.85,0.292,0.603,0.0,0.336,0.339,0,0,7.7,0,0.135,0.038,0.273,0.474,0.216,0.122,0.14,0.529,0.199,heavy_rain,1,62.0
2025-08-08 00:00:00,42.6,19.06,85.13,2.61,1.75,0.0,0.097,0.0,0.22,0.208,0,0,5.9,0,0.0,0.022,0.2,0.29,0.178,0.092,0.012,0.394,0.163,routine_load,0,0.0
2025-08-08 01:00:00,42.518,19.29,86.97,1.71,4.31,0.0,0.239,0.0,0.195,0.133,0,0,8.0,0,0.0,0.056,0.23,0.339,0.187,0.09,0.035,0.49,0.158,routine_load,0,0.0
2025-08-08 02:00:00,40.062,19.6,72.62,3.17,0.0,0.0,0.0,0.047,0.11,0.088,0,0,6.7,0,0.028,0.123,0.225,0.267,0.122,0.013,0.155,0.401,0.217,routine_load,0,0.0
2025-08-08 03:00:00,42.327,20.98,47.52,3.58,0.0,0.0,0.0,0.165,0.112,0.111,0,0,7.1,0,0.0,0.104,0.304,0.297,0.138,0.066,0.13,0.425,0.229,routine_load,0,0.0
2025-08-08 04:00:00,40.746,19.36,94.09,3.84,10.59,0.0,0.588,0.241,0.0,0.116,0,2,6.7,0,0.101,0.083,0.178,0.522,0.0,0.174,0.124,0.395,0.242,heavy_rain,0,0.0
2025-08-08 05:00:00,40.16,20.58,96.74,2.49,6.72,0.0,0.373,0.0,0.127,0.141,0,0,7.5,0,0.033,0.064,0.2,0.386,0.23,0.08,0.158,0.458,0.153,routine_load,0,0.0
2025-08-08 06:00:00,41.669,21.13,49.37,2.57,0.0,0.0,0.0,0.0,0.022,0.0,0,0,7.1,0,0.0,0.026,0.321,0.256,0.107,0.079,0.128,0.398,0.144,routine_load,0,0.0
2025-08-08 07:00:00,55.297,23.63,79.33,3.23,4.24,0.405,0.236,0.065,0.279,0.292,0,1,7.9,0,0.223,0.051,0.295,0.354,0.209,0.069,0.064,0.525,0.238,routine_load,0,0.0
2025-08-08 08:00:00,52.869,24.49,84.54,3.09,5.42,0.271,0.301,0.025,0.307,0.272,0,0,6.9,0,0.126,0.034,0.228,0.367,0.204,0.147,0.121,0.468,0.197,routine_load,0,0.0
2025-08-08 09:00:00,58.883,25.97,79.98,3.02,3.45,0.605,0.191,0.006,0.298,0.366,0,0,6.6,0,0.128,0.016,0.217,0.324,0.198,0.081,0.124,0.469,0.145,routine_load,0,0.0
2025-08-08 10:00:00,52.78,27.16,60.22,2.55,0.0,0.266,0.0,0.0,0.38,0.226,0,0,7.0,0,0.234,0.023,0.272,0.256,0.171,0.093,0.114,0.474,0.163,routine_load,0,0.0
2025-08-08 11:00:00,54.678,27.01,73.39,2.69,6.49,0.371,0.361,0.0,0.466,0.479,0,0,8.0,0,0.107,0.053,0.28,0.382,0.256,0.123,0.128,0.588,0.143,routine_load,0,0.0
